insert into lottery.match values('1600101','英超','阿森纳','纽卡','1:0','3');
insert into lottery.europe_data values('williamHill','lastData','4.50','3.80','1.73','1606507');
insert into lottery.europe_data values('Interwetten','firstData','4.80','3.80','1.65','1606507');
insert into lottery.europe_data values('Interwetten','lastData','4.40','3.80','1.70','1606507');
insert into lottery.match values('1606508','德甲','沃尔夫','奥格斯','0:2','0');
insert into lottery.europe_data values('williamHill','firstData','1.85','3.75','4.00','1606508');
insert into lottery.europe_data values('williamHill','lastData','1.83','3.60','4.20','1606508');
insert into lottery.europe_data values('Interwetten','firstData','1.90','3.45','3.80','1606508');
insert into lottery.europe_data values('Interwetten','lastData','1.90','3.45','3.80','1606508');
insert into lottery.match values('1606509','德甲','沙尔克','勒沃','2:3','0');
insert into lottery.europe_data values('williamHill','firstData','2.60','3.40','2.62','1606509');
insert into lottery.europe_data values('williamHill','lastData','3.10','3.50','2.20','1606509');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1606509');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1606509');
insert into lottery.match values('1606510','意甲','国米','乌迪内','3:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.50','4.00','7.00','1606510');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.20','6.50','1606510');
insert into lottery.europe_data values('Interwetten','firstData','1.45','4.00','7.00','1606510');
insert into lottery.europe_data values('Interwetten','lastData','1.45','4.00','7.00','1606510');
insert into lottery.match values('1606511','西甲','巴列卡','皇马','2:3','0');
insert into lottery.europe_data values('williamHill','firstData','8.00','6.00','1.30','1606511');
insert into lottery.europe_data values('williamHill','lastData','9.00','5.50','1.30','1606511');
insert into lottery.europe_data values('Interwetten','firstData','11.00','6.50','1.20','1606511');
insert into lottery.europe_data values('Interwetten','lastData','9.00','5.00','1.30','1606511');
insert into lottery.match values('1606512','西甲','马竞技','马拉加','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.35','4.60','10.00','1606512');
insert into lottery.europe_data values('williamHill','lastData','1.30','4.50','13.00','1606512');
insert into lottery.europe_data values('Interwetten','firstData','1.30','5.00','9.00','1606512');
insert into lottery.europe_data values('Interwetten','lastData','1.27','5.20','10.00','1606512');
insert into lottery.match values('1606513','西甲','巴萨','希洪','6:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.04','15.00','29.00','1606513');
insert into lottery.europe_data values('williamHill','lastData','1.04','17.00','34.00','1606513');
insert into lottery.europe_data values('Interwetten','firstData','1.05','11.00','25.00','1606513');
insert into lottery.europe_data values('Interwetten','lastData','1.05','11.00','25.00','1606513');
insert into lottery.match values('1606514','法甲','图卢兹','里昂','2:3','0');
insert into lottery.europe_data values('williamHill','firstData','2.90','3.40','2.37','1606514');
insert into lottery.europe_data values('williamHill','lastData','3.40','3.60','2.05','1606514');
insert into lottery.europe_data values('Interwetten','firstData','2.90','3.15','2.40','1606514');
insert into lottery.europe_data values('Interwetten','lastData','3.10','3.10','2.30','1606514');
insert into lottery.match values('1606601','英超','桑德兰','阿森纳','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','4.60','3.80','1.73','1606601');
insert into lottery.europe_data values('williamHill','lastData','5.00','3.50','1.75','1606601');
insert into lottery.europe_data values('Interwetten','firstData','4.30','3.65','1.75','1606601');
insert into lottery.europe_data values('Interwetten','lastData','4.30','3.65','1.75','1606601');
insert into lottery.match values('1606602','英超','莱切城','斯旺西','4:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.80','3.40','4.75','1606602');
insert into lottery.europe_data values('williamHill','lastData','1.70','3.50','5.50','1606602');
insert into lottery.europe_data values('Interwetten','firstData','1.65','3.60','5.10','1606602');
insert into lottery.europe_data values('Interwetten','lastData','1.70','3.60','4.70','1606602');
insert into lottery.match values('1606603','德甲','门兴','霍芬','3:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.65','4.20','4.60','1606603');
insert into lottery.europe_data values('williamHill','lastData','1.61','3.80','5.50','1606603');
insert into lottery.europe_data values('Interwetten','firstData','1.65','3.80','4.80','1606603');
insert into lottery.europe_data values('Interwetten','lastData','1.65','3.80','4.80','1606603');
insert into lottery.match values('1606604','德甲','法兰克','美因茨','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.80','3.30','2.50','1606604');
insert into lottery.europe_data values('williamHill','lastData','3.00','3.40','2.30','1606604');
insert into lottery.europe_data values('Interwetten','firstData','2.65','3.30','2.50','1606604');
insert into lottery.europe_data values('Interwetten','lastData','2.65','3.30','2.50','1606604');
insert into lottery.match values('1606605','意甲','亚特兰','切沃','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.00','3.40','3.80','1606605');
insert into lottery.europe_data values('williamHill','lastData','2.00','3.20','4.00','1606605');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.20','3.70','1606605');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.20','3.70','1606605');
insert into lottery.match values('1606606','意甲','博洛尼','热那亚','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.30','3.20','3.20','1606606');
insert into lottery.europe_data values('williamHill','lastData','2.30','3.20','3.20','1606606');
insert into lottery.europe_data values('Interwetten','firstData','2.10','3.20','3.40','1606606');
insert into lottery.europe_data values('Interwetten','lastData','2.10','3.20','3.40','1606606');
insert into lottery.match values('1606607','意甲','都灵','萨索洛','1:3','0');
insert into lottery.europe_data values('williamHill','firstData','2.05','3.40','3.60','1606607');
insert into lottery.europe_data values('williamHill','lastData','2.25','3.30','3.20','1606607');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.30','3.60','1606607');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.30','3.60','1606607');
insert into lottery.match values('1606608','意甲','桑普多','拉齐奥','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.80','3.30','2.50','1606608');
insert into lottery.europe_data values('williamHill','lastData','2.90','3.40','2.37','1606608');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.30','2.65','1606608');
insert into lottery.europe_data values('Interwetten','lastData','2.50','3.30','2.65','1606608');
insert into lottery.match values('1606609','意甲','佛罗伦','尤文','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','3.50','3.25','2.15','1606609');
insert into lottery.europe_data values('williamHill','lastData','3.60','3.20','2.15','1606609');
insert into lottery.europe_data values('Interwetten','firstData','3.80','3.45','1.90','1606609');
insert into lottery.europe_data values('Interwetten','lastData','3.80','3.45','1.90','1606609');
insert into lottery.match values('1606610','西甲','塞维利','贝蒂斯','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.50','4.40','6.00','1606610');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.50','6.00','1606610');
insert into lottery.europe_data values('Interwetten','firstData','1.50','4.00','6.10','1606610');
insert into lottery.europe_data values('Interwetten','lastData','1.50','4.00','6.10','1606610');
insert into lottery.match values('1606611','西甲','赫塔费','巴伦西','2:2','1');
insert into lottery.europe_data values('williamHill','firstData','2.90','3.40','2.37','1606611');
insert into lottery.europe_data values('williamHill','lastData','3.10','3.10','2.40','1606611');
insert into lottery.europe_data values('Interwetten','firstData','2.90','3.30','2.30','1606611');
insert into lottery.europe_data values('Interwetten','lastData','2.90','3.30','2.30','1606611');
insert into lottery.match values('1606612','西甲','比利亚','社会','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','1.70','3.80','4.80','1606612');
insert into lottery.europe_data values('williamHill','lastData','1.67','3.60','5.50','1606612');
insert into lottery.europe_data values('Interwetten','firstData','1.80','3.50','4.20','1606612');
insert into lottery.europe_data values('Interwetten','lastData','1.80','3.50','4.20','1606612');
insert into lottery.match values('1606613','法甲','埃蒂安','洛里昂','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.60','4.00','5.50','1606613');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.00','7.00','1606613');
insert into lottery.europe_data values('Interwetten','firstData','1.50','3.90','6.30','1606613');
insert into lottery.europe_data values('Interwetten','lastData','1.50','3.90','6.30','1606613');
insert into lottery.match values('1606614','法甲','蒙彼利','特鲁瓦','4:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.28','5.50','10.00','1606614');
insert into lottery.europe_data values('williamHill','lastData','1.28','5.00','12.00','1606614');
insert into lottery.europe_data values('Interwetten','firstData','1.30','5.00','9.00','1606614');
insert into lottery.europe_data values('Interwetten','lastData','1.27','5.20','10.00','1606614');
insert into lottery.match values('1606801','英超','阿森纳','诺维奇','VS','');
insert into lottery.europe_data values('williamHill','firstData','1.25','6.00','10.00','1606801');
insert into lottery.europe_data values('williamHill','lastData','1.28','5.00','12.00','1606801');
insert into lottery.europe_data values('Interwetten','firstData','1.20','5.80','13.00','1606801');
